Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
155324,20in Monitor,1,109.99,03/29/19 16:18,"875 Pine St, Boston, MA 02215"
155325,Apple Airpods Headphones,1,150.0,03/23/19 18:13,"339 Lincoln St, Boston, MA 02215"
155326,Bose SoundSport Headphones,1,99.99,03/13/19 23:30,"232 Lakeview St, Seattle, WA 98101"
155326,ThinkPad Laptop,1,999.99,03/13/19 23:30,"232 Lakeview St, Seattle, WA 98101"
155327,AA Batteries (4-pack),1,3.84,03/29/19 19:39,"111 Johnson St, Boston, MA 02215"
155328,USB-C Charging Cable,1,11.95,03/11/19 11:08,"925 Maple St, San Francisco, CA 94016"
155329,USB-C Charging Cable,1,11.95,03/13/19 16:01,"855 1st St, Boston, MA 02215"
155330,Apple Airpods Headphones,1,150.0,03/25/19 11:48,"107 9th St, Portland, OR 97035"
155331,USB-C Charging Cable,1,11.95,03/11/19 20:20,"207 1st St, Portland, OR 97035"
155332,USB-C Charging Cable,1,11.95,03/09/19 16:55,"609 Center St, San Francisco, CA 94016"
155333,AA Batteries (4-pack),1,3.84,03/21/19 23:43,"429 6th St, New York City, NY 10001"
155334,AAA Batteries (4-pack),1,2.99,03/25/19 06:21,"244 14th St, San Francisco, CA 94016"
155335,Wired Headphones,1,11.99,03/14/19 15:10,"732 11th St, Boston, MA 02215"
155336,AAA Batteries (4-pack),1,2.99,03/31/19 10:43,"490 Ridge St, San Francisco, CA 94016"
155337,AA Batteries (4-pack),1,3.84,03/12/19 11:14,"597 14th St, San Francisco, CA 94016"
155338,USB-C Charging Cable,1,11.95,03/24/19 11:20,"817 Sunset St, San Francisco, CA 94016"
155339,Macbook Pro Laptop,1,1700.0,03/16/19 11:04,"917 Dogwood St, San Francisco, CA 94016"
155340,27in FHD Monitor,1,149.99,03/14/19 13:35,"826 Highland St, San Francisco, CA 94016"
155341,AA Batteries (4-pack),2,3.84,03/06/19 14:28,"345 Dogwood St, Portland, ME 04101"
155342,USB-C Charging Cable,1,11.95,03/12/19 11:29,"390 River St, Atlanta, GA 30301"
155343,AA Batteries (4-pack),1,3.84,03/22/19 11:26,"694 Elm St, Seattle, WA 98101"
155344,Apple Airpods Headphones,1,150.0,03/27/19 10:21,"859 Main St, Austin, TX 73301"
155345,27in 4K Gaming Monitor,1,389.99,03/17/19 15:05,"112 4th St, New York City, NY 10001"
155346,AAA Batteries (4-pack),1,2.99,03/02/19 17:20,"610 Maple St, San Francisco, CA 94016"
155347,Wired Headphones,1,11.99,03/15/19 18:23,"355 Johnson St, New York City, NY 10001"
155348,AA Batteries (4-pack),1,3.84,03/09/19 13:06,"409 Meadow St, Boston, MA 02215"
155349,Lightning Charging Cable,1,14.95,03/30/19 17:21,"608 Hill St, Boston, MA 02215"
155350,Bose SoundSport Headphones,1,99.99,03/27/19 01:00,"946 Jackson St, Portland, OR 97035"
155351,Wired Headphones,4,11.99,03/20/19 07:11,"107 Chestnut St, Dallas, TX 75001"
155352,AAA Batteries (4-pack),3,2.99,03/11/19 16:53,"249 Church St, Atlanta, GA 30301"
155353,Macbook Pro Laptop,1,1700.0,03/29/19 17:47,"962 Pine St, Atlanta, GA 30301"
155354,AA Batteries (4-pack),1,3.84,03/17/19 12:54,"285 Walnut St, Portland, OR 97035"
155355,Apple Airpods Headphones,1,150.0,03/21/19 16:50,"926 Forest St, Austin, TX 73301"
155356,Vareebadd Phone,1,400.0,03/12/19 18:47,"899 Hill St, Dallas, TX 75001"
155357,Bose SoundSport Headphones,1,99.99,03/24/19 12:27,"346 River St, New York City, NY 10001"
155358,Apple Airpods Headphones,1,150.0,03/21/19 16:20,"974 North St, New York City, NY 10001"
155359,AAA Batteries (4-pack),1,2.99,03/07/19 13:48,"377 1st St, Los Angeles, CA 90001"
155360,ThinkPad Laptop,1,999.99,03/17/19 13:05,"738 Spruce St, Austin, TX 73301"
155361,AAA Batteries (4-pack),3,2.99,03/19/19 20:57,"157 11th St, New York City, NY 10001"
155362,Bose SoundSport Headphones,1,99.99,03/30/19 14:08,"87 Spruce St, Dallas, TX 75001"
155363,Google Phone,1,600.0,03/21/19 22:03,"546 6th St, Atlanta, GA 30301"
155364,iPhone,1,700.0,03/13/19 08:38,"776 Hill St, Boston, MA 02215"
155365,AA Batteries (4-pack),1,3.84,03/25/19 00:13,"277 Main St, Portland, OR 97035"
155366,Apple Airpods Headphones,1,150.0,03/09/19 22:05,"14 6th St, Los Angeles, CA 90001"
155367,27in FHD Monitor,1,149.99,03/16/19 18:43,"700 Lincoln St, San Francisco, CA 94016"
155368,Wired Headphones,1,11.99,03/01/19 22:45,"528 Walnut St, San Francisco, CA 94016"
155369,Apple Airpods Headphones,1,150.0,03/17/19 19:37,"52 Park St, Seattle, WA 98101"
155370,Google Phone,1,600.0,03/19/19 13:19,"412 Hickory St, San Francisco, CA 94016"
155371,USB-C Charging Cable,1,11.95,03/09/19 15:56,"744 Park St, Los Angeles, CA 90001"
155372,27in 4K Gaming Monitor,1,389.99,03/12/19 12:21,"994 Lake St, Atlanta, GA 30301"
155373,27in FHD Monitor,1,149.99,03/19/19 20:39,"715 Highland St, Austin, TX 73301"
155374,AAA Batteries (4-pack),1,2.99,03/08/19 11:48,"836 Spruce St, Boston, MA 02215"
155375,Wired Headphones,1,11.99,03/14/19 13:46,"382 13th St, San Francisco, CA 94016"
155376,AA Batteries (4-pack),1,3.84,03/24/19 20:37,"125 Johnson St, Portland, OR 97035"
155377,27in 4K Gaming Monitor,1,389.99,03/15/19 15:48,"418 Jefferson St, San Francisco, CA 94016"
155378,AA Batteries (4-pack),1,3.84,03/06/19 10:03,"54 Meadow St, Boston, MA 02215"
155379,AA Batteries (4-pack),2,3.84,03/26/19 16:10,"17 13th St, Los Angeles, CA 90001"
155380,27in 4K Gaming Monitor,1,389.99,03/02/19 11:58,"940 11th St, New York City, NY 10001"
155381,Bose SoundSport Headphones,1,99.99,03/17/19 08:35,"47 Washington St, Los Angeles, CA 90001"
155382,AAA Batteries (4-pack),1,2.99,03/23/19 22:35,"328 11th St, Los Angeles, CA 90001"
155383,Wired Headphones,1,11.99,03/31/19 15:59,"413 Madison St, Seattle, WA 98101"
155384,USB-C Charging Cable,1,11.95,03/31/19 13:55,"962 Hill St, Portland, ME 04101"
155385,Lightning Charging Cable,1,14.95,03/23/19 11:47,"87 Pine St, Austin, TX 73301"
Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
155386,Apple Airpods Headphones,1,150,03/03/19 15:14,"438 Spruce St, San Francisco, CA 94016"
155387,27in 4K Gaming Monitor,1,389.99,03/14/19 13:21,"438 Johnson St, Dallas, TX 75001"
155388,USB-C Charging Cable,1,11.95,03/04/19 09:06,"792 Madison St, Boston, MA 02215"
155389,Wired Headphones,1,11.99,03/21/19 13:34,"114 5th St, New York City, NY 10001"
155390,Flatscreen TV,1,300,03/06/19 17:04,"196 Johnson St, San Francisco, CA 94016"
155391,AAA Batteries (4-pack),1,2.99,03/10/19 22:56,"469 Jefferson St, New York City, NY 10001"
155392,iPhone,1,700,03/06/19 20:14,"717 2nd St, Atlanta, GA 30301"
155393,iPhone,1,700,03/08/19 19:08,"864 Highland St, Atlanta, GA 30301"
155394,Flatscreen TV,1,300,03/22/19 20:38,"43 Pine St, New York City, NY 10001"
155395,Wired Headphones,1,11.99,03/17/19 17:51,"524 7th St, Portland, OR 97035"
155396,AA Batteries (4-pack),1,3.84,03/29/19 02:51,"710 Dogwood St, Austin, TX 73301"
155397,27in FHD Monitor,1,149.99,03/28/19 12:03,"356 West St, San Francisco, CA 94016"
155398,Wired Headphones,1,11.99,03/12/19 20:40,"856 Chestnut St, Dallas, TX 75001"
155399,Lightning Charging Cable,1,14.95,03/26/19 12:43,"307 2nd St, Portland, ME 04101"
155400,AA Batteries (4-pack),1,3.84,03/17/19 11:15,"50 Center St, Los Angeles, CA 90001"
155401,USB-C Charging Cable,1,11.95,03/30/19 11:45,"125 Ridge St, Portland, OR 97035"
155402,USB-C Charging Cable,3,11.95,03/20/19 12:26,"951 Willow St, San Francisco, CA 94016"
155403,Google Phone,1,600,03/25/19 19:51,"163 Church St, San Francisco, CA 94016"
155404,Wired Headphones,1,11.99,03/14/19 17:09,"554 Willow St, Dallas, TX 75001"
155405,34in Ultrawide Monitor,1,379.99,03/28/19 22:54,"853 Jefferson St, Boston, MA 02215"
155406,iPhone,1,700,03/09/19 10:35,"189 Johnson St, Dallas, TX 75001"
155406,Apple Airpods Headphones,1,150,03/09/19 10:35,"189 Johnson St, Dallas, TX 75001"
155407,AA Batteries (4-pack),1,3.84,03/29/19 16:51,"810 Spruce St, Boston, MA 02215"
155408,Apple Airpods Headphones,1,150,03/03/19 13:34,"936 11th St, Dallas, TX 75001"
155409,AAA Batteries (4-pack),1,2.99,03/16/19 20:14,"165 4th St, Los Angeles, CA 90001"
155410,Lightning Charging Cable,1,14.95,03/05/19 19:44,"670 North St, San Francisco, CA 94016"
155411,Wired Headphones,1,11.99,03/07/19 12:45,"226 Jefferson St, San Francisco, CA 94016"
155412,USB-C Charging Cable,1,11.95,03/15/19 21:14,"363 Chestnut St, Portland, ME 04101"
155413,Flatscreen TV,1,300,03/03/19 10:42,"145 Park St, New York City, NY 10001"
155414,USB-C Charging Cable,1,11.95,03/17/19 14:01,"819 Dogwood St, Dallas, TX 75001"
155415,Lightning Charging Cable,1,14.95,03/16/19 08:47,"413 Forest St, Portland, OR 97035"
155416,Bose SoundSport Headphones,1,99.99,03/16/19 17:45,"458 8th St, San Francisco, CA 94016"
155417,iPhone,1,700,03/16/19 20:40,"634 Meadow St, New York City, NY 10001"
155418,USB-C Charging Cable,1,11.95,03/23/19 23:18,"291 Jackson St, San Francisco, CA 94016"
155419,Bose SoundSport Headphones,1,99.99,03/02/19 09:33,"27 Adams St, Los Angeles, CA 90001"
155420,Flatscreen TV,1,300,03/31/19 13:36,"453 Forest St, Los Angeles, CA 90001"
155421,AA Batteries (4-pack),1,3.84,03/15/19 00:09,"38 Jefferson St, Los Angeles, CA 90001"
155422,iPhone,1,700,03/09/19 18:07,"101 11th St, Portland, ME 04101"
155422,Bose SoundSport Headphones,1,99.99,03/09/19 18:07,"101 11th St, Portland, ME 04101"
155423,AAA Batteries (4-pack),2,2.99,03/12/19 19:50,"281 14th St, San Francisco, CA 94016"
155424,Apple Airpods Headphones,1,150,03/11/19 13:53,"146 Highland St, Seattle, WA 98101"
155425,AA Batteries (4-pack),1,3.84,03/03/19 15:31,"588 Hickory St, New York City, NY 10001"
155426,Wired Headphones,1,11.99,03/09/19 21:41,"368 1st St, Los Angeles, CA 90001"
155427,Wired Headphones,1,11.99,03/07/19 20:31,"810 Chestnut St, Boston, MA 02215"
155428,USB-C Charging Cable,1,11.95,03/14/19 16:30,"402 Lakeview St, Atlanta, GA 30301"
155429,Apple Airpods Headphones,1,150,03/07/19 13:49,"849 Meadow St, New York City, NY 10001"
155430,USB-C Charging Cable,1,11.95,03/21/19 15:39,"611 Cedar St, San Francisco, CA 94016"
155431,Lightning Charging Cable,1,14.95,03/12/19 11:47,"695 9th St, Los Angeles, CA 90001"
155432,AAA Batteries (4-pack),1,2.99,03/24/19 15:14,"248 14th St, New York City, NY 10001"
155433,Bose SoundSport Headphones,1,99.99,03/04/19 17:22,"671 Lakeview St, Los Angeles, CA 90001"
155434,USB-C Charging Cable,1,11.95,03/06/19 21:33,"870 Main St, Atlanta, GA 30301"
155435,AA Batteries (4-pack),1,3.84,03/08/19 19:51,"284 Jefferson St, San Francisco, CA 94016"
155436,USB-C Charging Cable,1,11.95,03/24/19 21:58,"394 Hill St, Portland, OR 97035"
155437,Flatscreen TV,1,300,03/20/19 08:44,"203 Lincoln St, San Francisco, CA 94016"
155438,Bose SoundSport Headphones,1,99.99,03/15/19 22:50,"36 Main St, Los Angeles, CA 90001"
155439,AA Batteries (4-pack),1,3.84,03/11/19 10:25,"569 1st St, San Francisco, CA 94016"
155439,USB-C Charging Cable,1,11.95,03/11/19 10:25,"569 1st St, San Francisco, CA 94016"
155440,iPhone,1,700,03/22/19 17:54,"108 Maple St, Portland, OR 97035"
155441,AA Batteries (4-pack),1,3.84,03/19/19 15:35,"548 Highland St, San Francisco, CA 94016"
155442,Lightning Charging Cable,1,14.95,03/03/19 20:55,"501 Ridge St, San Francisco, CA 94016"
155443,Lightning Charging Cable,1,14.95,03/24/19 20:06,"769 Adams St, San Francisco, CA 94016"
155444,Wired Headphones,1,11.99,03/02/19 14:41,"471 Lakeview St, New York City, NY 10001"
155445,27in FHD Monitor,1,149.99,03/27/19 09:26,"653 Church St, San Francisco, CA 94016"
155446,Lightning Charging Cable,1,14.95,03/13/19 13:36,"218 Chestnut St, Dallas, TX 75001"
155447,iPhone,1,700,03/13/19 11:14,"454 Adams St, Los Angeles, CA 90001"
155448,Bose SoundSport Headphones,1,99.99,03/15/19 10:02,"832 Sunset St, New York City, NY 10001"
155449,AAA Batteries (4-pack),2,2.99,03/18/19 11:27,"296 Ridge St, San Francisco, CA 94016"
155450,AAA Batteries (4-pack),2,2.99,03/22/19 08:27,"35 Cedar St, Seattle, WA 98101"
155451,Flatscreen TV,1,300,03/02/19 17:59,"356 Jefferson St, Austin, TX 73301"
155452,Wired Headphones,1,11.99,03/20/19 22:03,"835 Walnut St, Seattle, WA 98101"
155453,AAA Batteries (4-pack),1,2.99,03/25/19 12:29,"235 Willow St, Portland, ME 04101"
155454,Wired Headphones,1,11.99,03/19/19 12:49,"704 Dogwood St, Dallas, TX 75001"
155455,Apple Airpods Headphones,1,150,03/23/19 16:01,"777 Meadow St, San Francisco, CA 94016"
155456,Google Phone,1,600,03/28/19 21:14,"717 Wilson St, Seattle, WA 98101"
155457,AA Batteries (4-pack),1,3.84,03/10/19 13:32,"585 4th St, Dallas, TX 75001"
155458,Lightning Charging Cable,1,14.95,03/31/19 14:09,"334 Main St, Los Angeles, CA 90001"
155459,USB-C Charging Cable,1,11.95,03/25/19 20:41,"786 Wilson St, Austin, TX 73301"
155460,AA Batteries (4-pack),1,3.84,03/01/19 22:41,"678 12th St, Austin, TX 73301"
155461,Wired Headphones,1,11.99,03/20/19 19:20,"210 Cherry St, Portland, ME 04101"
155462,USB-C Charging Cable,1,11.95,03/02/19 17:34,"423 Dogwood St, Dallas, TX 75001"
155463,AA Batteries (4-pack),1,3.84,03/20/19 07:09,"843 River St, San Francisco, CA 94016"
155464,27in FHD Monitor,1,149.99,03/25/19 14:18,"955 1st St, Dallas, TX 75001"
155465,ThinkPad Laptop,1,999.99,03/07/19 09:01,"720 Spruce St, Atlanta, GA 30301"
155466,Wired Headphones,1,11.99,03/03/19 20:36,"423 Park St, Boston, MA 02215"
155467,Bose SoundSport Headphones,1,99.99,03/26/19 10:31,"70 7th St, San Francisco, CA 94016"
155468,Bose SoundSport Headphones,1,99.99,03/18/19 13:17,"2 1st St, Atlanta, GA 30301"
155469,AAA Batteries (4-pack),1,2.99,03/08/19 16:36,"648 North St, New York City, NY 10001"
155470,AA Batteries (4-pack),1,3.84,03/17/19 09:48,"674 Spruce St, Los Angeles, CA 90001"
155471,Wired Headphones,1,11.99,03/11/19 11:41,"831 Center St, San Francisco, CA 94016"
155472,iPhone,1,700,03/09/19 13:54,"683 Park St, Boston, MA 02215"
155473,USB-C Charging Cable,1,11.95,03/06/19 20:23,"16 Willow St, Dallas, TX 75001"
155474,Lightning Charging Cable,1,14.95,03/25/19 19:51,"188 Ridge St, Los Angeles, CA 90001"
155475,USB-C Charging Cable,1,11.95,03/02/19 21:19,"328 Johnson St, San Francisco, CA 94016"
155476,Apple Airpods Headphones,1,150,03/13/19 20:41,"599 Highland St, Los Angeles, CA 90001"
155477,27in 4K Gaming Monitor,1,389.99,03/19/19 17:14,"83 12th St, Dallas, TX 75001"
155477,AAA Batteries (4-pack),1,2.99,03/19/19 17:14,"83 12th St, Dallas, TX 75001"
155478,Lightning Charging Cable,1,14.95,03/03/19 19:25,"290 Jefferson St, Austin, TX 73301"
155479,34in Ultrawide Monitor,1,379.99,03/16/19 18:35,"745 Chestnut St, New York City, NY 10001"
155480,Lightning Charging Cable,1,14.95,03/22/19 21:26,"131 Hickory St, San Francisco, CA 94016"
155481,Apple Airpods Headphones,1,150,03/29/19 07:01,"311 Elm St, Boston, MA 02215"
155482,AAA Batteries (4-pack),2,2.99,03/18/19 08:58,"49 Main St, New York City, NY 10001"
155483,AAA Batteries (4-pack),1,2.99,03/30/19 21:20,"501 North St, Atlanta, GA 30301"
155484,Wired Headphones,1,11.99,03/06/19 10:47,"517 Madison St, Boston, MA 02215"
155485,AA Batteries (4-pack),2,3.84,03/16/19 11:19,"283 1st St, San Francisco, CA 94016"
155486,ThinkPad Laptop,1,999.99,03/20/19 14:20,"785 North St, San Francisco, CA 94016"
155487,27in FHD Monitor,1,149.99,03/07/19 08:11,"389 14th St, San Francisco, CA 94016"
155488,AAA Batteries (4-pack),1,2.99,03/16/19 06:39,"481 Dogwood St, Dallas, TX 75001"
155489,AA Batteries (4-pack),1,3.84,03/30/19 11:39,"196 Dogwood St, Los Angeles, CA 90001"
155490,AA Batteries (4-pack),1,3.84,03/26/19 10:30,"3 7th St, Boston, MA 02215"
155491,Lightning Charging Cable,1,14.95,03/14/19 17:48,"566 Lincoln St, Boston, MA 02215"
155492,AA Batteries (4-pack),2,3.84,03/22/19 20:33,"120 River St, Boston, MA 02215"
155493,iPhone,1,700,03/19/19 12:26,"557 13th St, Portland, ME 04101"
155494,Lightning Charging Cable,1,14.95,03/07/19 01:32,"393 Maple St, Boston, MA 02215"
155495,Lightning Charging Cable,1,14.95,03/31/19 16:12,"881 Spruce St, Seattle, WA 98101"
155496,AA Batteries (4-pack),1,3.84,03/17/19 11:57,"453 Highland St, Boston, MA 02215"
155496,Google Phone,1,600,03/17/19 11:57,"453 Highland St, Boston, MA 02215"
155497,USB-C Charging Cable,1,11.95,03/26/19 19:20,"794 Elm St, Portland, OR 97035"
155498,Wired Headphones,1,11.99,03/22/19 15:18,"421 12th St, Los Angeles, CA 90001"
155499,34in Ultrawide Monitor,1,379.99,03/02/19 22:05,"944 Maple St, Atlanta, GA 30301"
155500,iPhone,1,700,03/13/19 06:51,"11 Forest St, Boston, MA 02215"
155501,20in Monitor,1,109.99,03/18/19 09:32,"899 Chestnut St, New York City, NY 10001"
155502,AA Batteries (4-pack),1,3.84,03/17/19 13:23,"836 6th St, San Francisco, CA 94016"
155503,USB-C Charging Cable,1,11.95,03/25/19 17:36,"299 Highland St, Los Angeles, CA 90001"
155504,27in FHD Monitor,1,149.99,03/02/19 23:09,"766 Wilson St, New York City, NY 10001"
155505,USB-C Charging Cable,1,11.95,03/19/19 11:33,"233 8th St, New York City, NY 10001"
155506,Lightning Charging Cable,2,14.95,03/29/19 22:43,"831 Hickory St, Los Angeles, CA 90001"
155507,Apple Airpods Headphones,1,150,03/27/19 00:15,"148 Washington St, New York City, NY 10001"
155508,AAA Batteries (4-pack),2,2.99,03/08/19 23:51,"633 Elm St, San Francisco, CA 94016"
155509,USB-C Charging Cable,1,11.95,03/16/19 23:58,"674 Pine St, Seattle, WA 98101"
155510,Wired Headphones,1,11.99,03/12/19 14:49,"362 Spruce St, Boston, MA 02215"
155511,USB-C Charging Cable,1,11.95,03/22/19 00:02,"898 Willow St, Atlanta, GA 30301"
155512,AAA Batteries (4-pack),1,2.99,03/15/19 22:11,"342 7th St, San Francisco, CA 94016"
155513,USB-C Charging Cable,1,11.95,03/05/19 15:34,"695 Sunset St, Seattle, WA 98101"
155514,20in Monitor,1,109.99,03/11/19 23:30,"879 Cherry St, Atlanta, GA 30301"
155515,27in 4K Gaming Monitor,1,389.99,03/13/19 12:11,"773 Meadow St, Boston, MA 02215"
155516,Wired Headphones,1,11.99,03/07/19 18:29,"996 1st St, San Francisco, CA 94016"
155517,AA Batteries (4-pack),2,3.84,03/11/19 19:54,"52 Willow St, Los Angeles, CA 90001"
155518,USB-C Charging Cable,1,11.95,03/16/19 14:18,"481 Hill St, San Francisco, CA 94016"
155519,Macbook Pro Laptop,1,1700,03/18/19 20:22,"843 North St, Seattle, WA 98101"
155520,20in Monitor,1,109.99,03/04/19 06:42,"189 Church St, Los Angeles, CA 90001"
155521,AA Batteries (4-pack),2,3.84,03/26/19 12:27,"769 Park St, Portland, ME 04101"
155522,USB-C Charging Cable,1,11.95,03/15/19 19:46,"930 10th St, San Francisco, CA 94016"
155523,Apple Airpods Headphones,1,150,03/22/19 18:46,"579 14th St, Dallas, TX 75001"
155524,USB-C Charging Cable,1,11.95,03/19/19 06:43,"372 South St, New York City, NY 10001"
155525,USB-C Charging Cable,1,11.95,03/06/19 05:56,"736 Meadow St, San Francisco, CA 94016"
155525,USB-C Charging Cable,2,11.95,03/06/19 05:56,"736 Meadow St, San Francisco, CA 94016"
155526,AAA Batteries (4-pack),1,2.99,03/18/19 13:31,"602 Wilson St, Seattle, WA 98101"
155527,34in Ultrawide Monitor,1,379.99,03/06/19 22:54,"856 Spruce St, Portland, OR 97035"
155528,Lightning Charging Cable,1,14.95,03/24/19 21:19,"771 9th St, New York City, NY 10001"
155529,AA Batteries (4-pack),1,3.84,03/12/19 15:07,"667 Pine St, San Francisco, CA 94016"
155530,Wired Headphones,1,11.99,03/09/19 20:26,"54 2nd St, Austin, TX 73301"
155531,AA Batteries (4-pack),2,3.84,03/19/19 18:31,"528 Maple St, Dallas, TX 75001"
155532,Lightning Charging Cable,2,14.95,03/08/19 19:54,"272 Walnut St, Los Angeles, CA 90001"
155533,AA Batteries (4-pack),1,3.84,03/13/19 22:44,"37 Willow St, Austin, TX 73301"
155534,ThinkPad Laptop,1,999.99,03/21/19 18:45,"18 Church St, Los Angeles, CA 90001"
155535,Lightning Charging Cable,1,14.95,03/12/19 18:46,"485 Madison St, New York City, NY 10001"
155536,Google Phone,1,600,03/24/19 20:27,"561 6th St, Los Angeles, CA 90001"
155537,AA Batteries (4-pack),1,3.84,03/05/19 18:03,"388 Pine St, Boston, MA 02215"
155538,Bose SoundSport Headphones,1,99.99,03/31/19 13:34,"965 13th St, San Francisco, CA 94016"
155538,Google Phone,1,600,03/31/19 13:34,"965 13th St, San Francisco, CA 94016"
155539,AAA Batteries (4-pack),1,2.99,03/07/19 13:50,"299 7th St, Los Angeles, CA 90001"
155540,USB-C Charging Cable,1,11.95,03/13/19 16:59,"309 South St, Austin, TX 73301"
155541,Bose SoundSport Headphones,1,99.99,03/12/19 22:41,"935 14th St, New York City, NY 10001"
155542,27in FHD Monitor,1,149.99,03/28/19 13:18,"981 1st St, San Francisco, CA 94016"
155543,Apple Airpods Headphones,1,150,03/07/19 16:14,"547 14th St, Boston, MA 02215"
155544,Lightning Charging Cable,1,14.95,03/12/19 13:29,"372 Hickory St, San Francisco, CA 94016"
155545,Apple Airpods Headphones,1,150,03/29/19 11:13,"534 2nd St, Austin, TX 73301"
155546,Lightning Charging Cable,1,14.95,03/16/19 22:25,"800 Forest St, Dallas, TX 75001"
155547,27in 4K Gaming Monitor,1,389.99,03/25/19 10:40,"607 Cedar St, Atlanta, GA 30301"
155548,27in FHD Monitor,1,149.99,03/30/19 19:53,"93 Church St, Austin, TX 73301"
155549,AA Batteries (4-pack),3,3.84,03/02/19 21:53,"875 Forest St, San Francisco, CA 94016"
155550,USB-C Charging Cable,1,11.95,03/01/19 11:57,"482 7th St, Seattle, WA 98101"
155551,Apple Airpods Headphones,1,150,03/07/19 18:03,"841 10th St, New York City, NY 10001"
155552,Bose SoundSport Headphones,1,99.99,03/14/19 12:47,"211 4th St, Portland, OR 97035"
155553,USB-C Charging Cable,1,11.95,03/17/19 17:36,"509 Church St, Los Angeles, CA 90001"
155554,27in FHD Monitor,1,149.99,03/20/19 13:06,"887 5th St, Austin, TX 73301"
155555,AA Batteries (4-pack),1,3.84,03/19/19 13:53,"981 West St, Boston, MA 02215"
155556,iPhone,1,700,03/26/19 10:55,"703 Cherry St, San Francisco, CA 94016"
155556,Lightning Charging Cable,1,14.95,03/26/19 10:55,"703 Cherry St, San Francisco, CA 94016"
155556,Wired Headphones,1,11.99,03/26/19 10:55,"703 Cherry St, San Francisco, CA 94016"
155557,LG Washing Machine,1,600.0,03/13/19 07:34,"213 Cherry St, Los Angeles, CA 90001"
155557,Apple Airpods Headphones,1,150,03/13/19 07:34,"213 Cherry St, Los Angeles, CA 90001"
155558,AAA Batteries (4-pack),1,2.99,03/27/19 16:13,"754 Chestnut St, Dallas, TX 75001"
155559,AAA Batteries (4-pack),3,2.99,03/04/19 14:11,"44 14th St, Boston, MA 02215"
155560,Vareebadd Phone,1,400,03/04/19 12:50,"365 Park St, New York City, NY 10001"
